//++++++++++++++++++++++++++++++++++++++++++++
// XANTHIUM 1.2 Timecyc.dat
// Config Modifications - XAct'z Lynx
//++++++++++++++++++++++++++++++++++++++++++++
// Generated using In-game Timecyc Editor 1.8 written by fastman92
// Visit fastman92-site.tk

//////////// EXTRASUNNY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
8 8 8	236 236 236	255 255 255	0 0 0	3 3 4	255 0 0	158 144 69	0 0.8 0.7 192 100 0 1600 400 1.5	0 0 0	20 23 27	53 62 68 240	15 0 8 51	15 51 51 51	250 80 0 0
//6AM
21 21 26	255 255 255	255 255 255	69 67 100	90 84 52	102 17 0	70 61 42	6 0.6 0.6 255 100 0 1600 400 1.4	0 0 0	103 78 61	144 187 255 240	50 53 30 19	50 51 51 51	255 60 0 0
//7AM
42 42 42	199 199 199	255 255 255	44 75 108	157 120 87	255 0 0	145 139 112	3 1 0.5 255 50 75 1600 400 0.3	0 0 0	204 241 255	142 173 180 240	40 78 51 39	40 39 64 78	225 80 0 1
//Midday
10 10 10	255 255 255	255 255 255	29 82 140	84 123 135	255 255 0	66 64 41	1.5 1 0.5 255 0 0 1600 40 1.6	0 0 0	191 191 191	91 173 182 240	75 129 85 70	75 102 116 129	255 128 0 1
//7PM
41 41 41	255 255 255	255 255 255	25 76 154	113 114 59	255 150 13	63 68 36	3.5 1 0.6 255 50 75 1600 40 0.3	0 0 0	211 242 255	127 161 170 240	35 128 82 82	35 114 128 128	225 80 0 1
//8PM
52 52 52	255 255 255	255 255 255	67 89 114	179 117 52	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	0 0 0	77 64 54	179 163 152 240	20 53 15 15	20 53 37 21	255 45 0 0
//10PM
40 40 40	254 254 254	255 255 255	14 16 45	36 47 76	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	0 0 0	77 60 42	180 120 88 240	20 53 30 9	20 53 15 15	255 45 0 0
//
//////////// EXTRASUNNY_SMOG_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
39 42 31	255 255 255	255 255 255	0 0 0	13 9 14	255 135 6	255 0 0	1 1 0.6 192 100 0 1600 400 1.2	0 0 0	15 15 15	38 38 55 240	127 0 8 51	127 51 51 51	180 80 0 0
//5AM
44 44 44	208 208 208	255 255 255	7 8 11	11 11 15	255 0 0	158 144 69	0 0.8 0.7 192 100 0 1600 400 1.5	0 0 0	20 23 27	53 62 68 240	15 0 8 51	15 51 51 51	250 80 0 0
//6AM
54 54 67	255 255 255	255 255 255	69 67 100	90 84 52	102 17 0	70 61 42	6 0.6 0.6 255 100 0 1600 400 1.4	0 0 0	103 78 61	144 187 255 240	50 53 30 19	50 51 51 51	255 60 0 0
//7AM
42 42 42	199 199 199	255 255 255	44 75 108	157 120 87	255 0 0	145 139 112	3 1 0.5 255 50 75 1600 400 0.3	0 0 0	204 241 255	142 173 180 240	40 78 51 39	40 39 64 78	225 80 0 1
//Midday
10 10 10	255 255 255	255 255 255	29 82 140	84 123 135	255 255 0	66 64 41	1.5 1 0.5 255 0 0 1600 40 1.6	0 0 0	191 191 191	91 173 182 240	75 129 85 70	75 102 116 129	255 128 0 1
//7PM
41 41 41	255 255 255	255 255 255	25 76 154	113 114 59	255 150 13	63 68 36	3.5 1 0.6 255 50 75 1600 40 0.3	0 0 0	211 242 255	127 161 170 240	35 128 82 82	35 114 128 128	225 80 0 1
//8PM
52 52 52	255 255 255	255 255 255	67 89 114	179 117 52	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	0 0 0	77 64 54	179 163 152 240	20 53 15 15	20 53 37 21	255 45 0 0
//10PM
40 40 40	254 254 254	255 255 255	14 16 45	36 47 76	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	0 0 0	77 60 42	180 120 88 240	20 53 30 9	20 53 15 15	255 45 0 0
//
//////////// SUNNY_SMOG_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
39 42 31	255 255 255	255 255 255	0 0 0	13 9 14	255 135 6	255 0 0	1 1 0.6 192 100 0 1600 400 1.2	0 0 0	15 15 15	38 38 55 240	127 0 8 51	127 51 51 51	180 80 0 0
//5AM
44 44 44	208 208 208	255 255 255	7 8 11	11 11 15	255 0 0	158 144 69	0 0.8 0.7 192 100 0 1600 400 1.5	0 0 0	20 23 27	53 62 68 240	15 0 8 51	15 51 51 51	250 80 0 0
//6AM
54 54 67	255 255 255	255 255 255	69 67 100	90 84 52	102 17 0	70 61 42	6 0.6 0.6 255 100 0 1600 400 1.4	0 0 0	103 78 61	144 187 255 240	50 53 30 19	50 51 51 51	255 60 0 0
//7AM
42 42 42	199 199 199	255 255 255	44 75 108	157 120 87	255 0 0	145 139 112	3 1 0.5 255 50 75 1600 400 0.3	0 0 0	204 241 255	142 173 180 240	40 78 51 39	40 39 64 78	225 80 0 1
//Midday
10 10 10	255 255 255	255 255 255	29 82 140	84 123 135	255 255 0	66 64 41	1.5 1 0.5 255 0 0 1600 40 1.6	0 0 0	191 191 191	91 173 182 240	75 129 85 70	75 102 116 129	255 128 0 1
//7PM
41 41 41	255 255 255	255 255 255	25 76 154	113 114 59	255 150 13	63 68 36	3.5 1 0.6 255 50 75 1600 40 0.3	0 0 0	211 242 255	127 161 170 240	35 128 82 82	35 114 128 128	225 80 0 1
//8PM
52 52 52	255 255 255	255 255 255	67 89 114	179 117 52	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	0 0 0	77 64 54	179 163 152 240	20 53 15 15	20 53 37 21	255 45 0 0
//10PM
40 40 40	254 254 254	255 255 255	14 16 45	36 47 76	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	0 0 0	77 60 42	180 120 88 240	20 53 30 9	20 53 15 15	255 45 0 0
//
//////////// CLOUDY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
33 33 33	208 208 208	255 255 255	13 25 30	27 8 8	0 0 0	0 0 0	1 0.8 0.6 128 100 0 1000 80 1.5	30 20 0	6 16 21	59 68 77 240	32 0 8 52	32 52 52 52	30 80 0 0
//5AM
30 36 44	163 163 163	255 255 255	9 11 11	8 12 12	0 0 0	0 0 0	0 1 0.6 128 100 0 1000 65514 1.3	70 27 10	45 48 51	59 68 77 240	50 0 7 52	50 53 53 53	20 80 0 0
//6AM
88 91 104	178 178 178	255 255 255	144 144 144	101 101 101	0 0 0	0 0 0	3.4 0.9 0.4 128 100 0 1000 360 0.9	100 34 25	38 46 51	62 72 77 240	30 0 7 51	20 28 28 28	80 80 0 0
//7AM
98 98 98	205 205 205	255 255 255	226 239 255	136 145 153	0 0 0	0 0 0	2.5 2 0.4 128 80 20 1000 65514 0.8	66 135 176	96 126 138	134 139 142 250	50 0 2 15	50 0 0 0	255 40 0 2
//Midday
63 63 63	190 190 190	255 255 255	168 178 178	175 179 204	0 0 0	0 0 0	1 1.5 0.4 128 0 120 1000 65514 0.7	0 0 0	153 153 153	142 142 142 240	75 0 5 38	75 38 38 38	250 80 0 0
//7PM
60 60 60	193 193 193	255 255 255	159 169 178	151 152 179	0 0 0	0 0 0	3.5 1 0.5 128 50 0 1000 65514 0.9	120 40 40	83 107 128	183 197 205 240	10 0 4 28	15 28 28 28	200 80 0 0
//8PM
52 52 52	206 206 206	255 255 255	125 133 141	126 133 140	0 0 0	0 0 0	2 1 1 128 80 0 1000 65514 1	91 30 30	40 44 48	151 180 189 240	20 0 2 15	20 15 15 15	150 0 0 0
//10PM
33 43 65	165 165 165	255 255 255	10 12 14	13 12 12	0 0 0	0 0 0	1 0.5 0.8 128 80 0 1000 111 1	70 27 10	44 47 48	161 176 189 240	50 0 7 51	50 51 51 51	40 80 0 0
//
//////////// SUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
12 13 10	255 255 255	255 255 255	0 0 0	13 9 14	255 135 6	255 0 0	1 1 0.6 192 100 0 1600 400 1.2	0 0 0	15 15 15	38 38 55 240	127 0 8 51	127 51 51 51	180 80 0 0
//5AM
44 44 44	208 208 208	255 255 255	7 8 11	11 11 15	255 0 0	158 144 69	0 0.8 0.7 192 100 0 1600 400 1.5	0 0 0	20 23 27	53 62 68 240	15 0 8 51	15 51 51 51	250 80 0 0
//6AM
54 54 67	255 255 255	255 255 255	69 67 100	90 84 52	102 17 0	70 61 42	6 0.6 0.6 255 100 0 1600 400 1.4	0 0 0	103 78 61	144 187 255 240	50 53 30 19	50 51 51 51	255 60 0 0
//7AM
13 13 13	199 199 199	255 255 255	44 75 108	157 120 87	255 0 0	145 139 112	3 1 0.5 255 50 75 1600 400 0.3	0 0 0	204 241 255	142 173 180 240	40 78 51 39	40 39 64 78	225 80 0 1
//Midday
10 10 10	255 255 255	255 255 255	29 82 140	84 123 135	255 255 0	66 64 41	1.5 1 0.5 255 0 0 1600 40 1.6	0 0 0	191 191 191	91 173 182 240	75 129 85 70	75 102 116 129	255 128 0 1
//7PM
41 41 41	255 255 255	255 255 255	25 76 154	113 114 59	255 150 13	63 68 36	3.5 1 0.6 255 50 75 1600 40 0.3	0 0 0	211 242 255	127 161 170 240	35 128 82 82	35 114 128 128	225 80 0 1
//8PM
52 52 52	255 255 255	255 255 255	67 89 114	179 117 52	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	0 0 0	77 64 54	179 163 152 240	20 53 15 15	20 53 37 21	255 45 0 0
//10PM
40 40 40	254 254 254	255 255 255	14 16 45	36 47 76	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	0 0 0	77 60 42	180 120 88 240	20 53 30 9	20 53 15 15	255 45 0 0
//
//////////// EXTRASUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
19 19 19	255 255 255	255 255 255	0 0 0	13 9 14	255 135 6	255 0 0	1 1 0.6 192 100 0 1600 400 1.2	0 0 0	15 15 15	38 38 55 240	127 0 8 51	127 51 51 51	180 80 0 0
//5AM
44 44 44	208 208 208	255 255 255	7 8 11	11 11 15	255 0 0	158 144 69	0 0.8 0.7 192 100 0 1600 400 1.5	0 0 0	20 23 27	53 62 68 240	15 0 8 51	15 51 51 51	250 80 0 0
//6AM
34 34 42	255 255 255	255 255 255	69 67 100	90 84 52	102 17 0	150 127 79	6 0.6 0.6 255 100 0 1600 400 1.4	0 0 0	103 78 61	204 129 101 240	50 53 30 19	50 51 51 51	255 60 0 0
//7AM
25 25 25	199 199 199	255 255 255	44 75 108	157 120 87	255 0 0	145 139 112	3 1 0.5 255 50 75 1600 400 0.3	0 0 0	204 241 255	142 173 180 240	40 78 51 39	40 39 64 78	225 80 0 1
//Midday
21 21 21	255 255 255	255 255 255	29 82 140	84 123 135	255 255 0	66 64 41	1.5 1 0.5 255 0 0 1600 40 1.6	0 0 0	191 191 191	91 173 182 240	75 129 85 70	75 102 116 129	255 128 0 1
//7PM
27 27 27	255 255 255	255 255 255	25 76 154	113 114 59	255 150 13	179 179 179	3.5 1 0.6 255 50 75 1600 40 0.3	0 0 0	211 242 255	127 161 170 240	35 128 82 82	35 114 128 128	225 80 0 1
//8PM
40 40 40	255 255 255	255 255 255	67 89 114	179 117 52	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	0 0 0	77 64 54	179 163 152 240	20 53 15 15	20 53 37 21	255 45 0 0
//10PM
40 40 40	254 254 254	255 255 255	14 16 45	36 47 76	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	0 0 0	77 60 42	180 120 88 240	20 53 30 9	20 53 15 15	255 45 0 0
//
//////////// CLOUDY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
54 62 91	122 138 164	255 255 255	3 6 9	7 9 12	0 0 0	0 0 0	1 0.8 0.6 128 100 0 1000 80 1.5	30 20 0	6 16 21	59 68 77 240	32 0 8 53	32 53 53 53	30 80 0 0
//5AM
52 68 102	133 152 181	255 255 255	6 9 13	7 10 14	0 0 0	0 0 0	0 1 0.6 128 100 0 1000 65514 1.3	70 27 10	45 48 51	59 68 77 240	50 0 7 53	50 51 51 51	20 80 0 0
//6AM
63 63 63	165 165 165	255 255 255	27 27 27	22 25 26	0 0 0	0 0 0	3.4 0.9 0.4 128 100 0 1000 360 0.9	100 34 25	38 46 51	62 72 77 240	30 0 7 53	20 53 53 53	80 80 0 0
//7AM
22 22 22	252 252 252	255 255 255	116 116 116	100 110 112	0 0 0	0 0 0	2.5 2 0.4 128 80 20 1000 65514 0.8	66 135 176	84 93 102	139 151 155 250	50 0 5 53	50 0 0 0	255 40 0 0
//Midday
63 63 63	192 192 192	255 255 255	114 114 114	122 122 122	0 0 0	0 0 0	1 1.5 0.4 128 0 120 1000 65514 0.7	0 0 0	167 167 167	141 141 140 240	75 0 7 51	75 51 51 51	250 80 0 0
//7PM
63 63 63	192 192 192	255 255 255	114 121 127	130 130 130	0 0 0	0 0 0	3.5 1 0.5 128 50 0 1000 65514 0.9	120 40 40	83 107 128	116 135 144 240	10 0 8 53	15 48 48 48	200 80 0 0
//8PM
51 51 51	199 209 232	255 255 255	66 78 89	64 64 64	0 0 0	0 0 0	2 1 1 128 80 0 1000 65514 1	91 30 30	40 44 48	132 176 189 240	20 0 7 48	20 40 40 40	150 0 0 0
//10PM
46 52 77	121 129 153	255 255 255	17 21 26	7 8 13	0 0 0	0 0 0	1 0.5 0.8 128 80 0 1000 111 1	70 27 10	44 47 48	161 176 189 240	50 0 7 53	50 51 51 51	40 80 0 0
//
//////////// RAINY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
45 52 76	124 130 153	255 255 255	0 0 0	0 0 0	0 0 0	0 0 0	1 0.8 0.6 128 100 0 1000 80 1.5	30 20 0	6 16 21	59 68 77 240	32 0 11 56	32 28 28 28	30 80 0 0
//5AM
50 64 80	139 147 165	255 255 255	0 0 0	0 0 0	0 0 0	0 0 0	0 1 0.6 128 100 0 1000 65514 1.3	70 27 10	45 48 51	59 68 77 240	50 0 8 52	50 28 28 28	20 80 0 0
//6AM
50 59 83	136 141 153	255 255 255	15 15 15	65 50 42	0 0 0	0 0 0	3.4 0.9 0.4 128 100 0 1000 360 0.9	100 34 25	38 46 51	62 72 77 240	30 0 4 27	20 28 28 28	80 80 0 0
//7AM
10 10 10	148 159 190	255 255 255	69 69 69	92 96 97	0 0 0	0 0 0	2.5 2 0.4 128 80 20 1000 65514 0.8	66 135 176	84 92 95	158 173 180 250	50 0 4 28	50 0 0 0	255 40 0 0
//Midday
6 6 6	156 162 176	255 255 255	98 98 98	77 77 77	0 0 0	0 0 0	1 1.5 0.4 128 0 120 590 65433 23.8	120 100 100	104 124 128	141 141 140 240	75 0 9 40	75 40 40 40	250 80 0 0
//7PM
8 9 15	174 181 197	255 255 255	54 60 73	89 98 122	0 0 0	0 0 0	3.5 1 0.5 128 50 0 1000 65514 0.9	120 40 40	83 107 128	144 167 179 240	10 0 6 28	15 0 0 0	200 80 0 0
//8PM
32 38 51	173 176 191	255 255 255	24 31 40	78 90 102	0 0 0	0 0 0	2 1 1 128 80 0 1000 65514 1	91 30 30	40 44 48	132 176 189 240	20 0 4 30	20 0 0 0	150 0 0 0
//10PM
62 66 77	128 136 153	255 255 255	20 23 26	28 28 28	0 0 0	0 0 0	1 0.5 0.8 128 80 0 1000 111 1	70 27 10	44 47 48	161 176 189 240	50 0 10 51	50 51 51 51	40 80 0 0
//
//////////// FOGGY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
34 37 53	129 133 153	255 255 255	27 27 27	17 20 26	0 0 0	0 0 0	1 0.8 0.8 128 100 0 200 5 1.2	0 0 0	0 0 0	59 68 77 240	22 0 5 40	22 28 28 28	80 80 0 0
//5AM
16 19 26	122 129 153	255 255 255	17 21 27	24 27 32	0 0 0	0 0 0	0 0.6 0.7 200 100 0 200 5 1	0 0 0	12 12 12	56 65 73 240	60 0 7 53	60 58 58 58	225 80 0 0
//6AM
62 62 62	198 207 255	255 255 255	94 94 94	43 43 43	0 0 0	0 0 0	3.4 0.9 0.4 200 100 0 200 5 0.9	0 0 0	167 167 167	62 72 77 240	20 0 4 28	25 0 0 0	155 80 0 0
//7AM
22 22 22	232 238 255	255 255 255	61 80 82	81 105 117	0 0 0	0 0 0	2.5 0.7 0.4 80 80 0 200 5 0.8	120 40 40	145 182 213	107 117 122 240	10 0 4 28	30 0 0 0	55 80 0 0
//Midday
12 12 17	173 186 218	255 255 255	62 76 82	87 112 126	0 0 0	0 0 0	1 0.9 0.8 80 50 120 200 5 0.7	0 0 0	180 180 180	141 141 140 240	50 0 4 28	50 0 0 0	225 80 0 0
//7PM
9 10 16	172 178 216	255 255 255	82 97 103	101 142 146	0 0 0	0 0 0	3.5 1 0.5 80 50 0 200 5 0.9	0 0 0	192 192 192	135 141 144 240	72 0 4 28	22 0 0 0	60 80 0 0
//8PM
32 38 39	165 171 193	255 255 255	94 113 118	107 146 166	0 0 0	0 0 0	2 1.4 1 100 80 0 200 5 1.3	120 40 40	115 115 115	121 124 127 240	20 0 4 28	20 0 0 0	105 80 0 0
//10PM
21 24 32	130 137 154	255 255 255	32 38 40	51 57 64	0 0 0	0 0 0	1 1 1 200 100 0 200 5 1	0 0 0	71 81 89	161 176 189 240	40 0 7 51	40 38 38 38	50 80 0 0
//
//////////// SUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
17 17 17	180 180 180	255 255 255	0 0 0	0 0 0	255 135 6	255 0 0	1 1 0.6 192 100 0 1600 400 1.2	0 0 0	11 13 15	38 38 55 240	127 0 9 51	127 52 52 52	180 80 0 0
//5AM
6 6 6	180 180 180	255 255 255	0 0 0	4 4 5	255 0 0	31 40 37	0 0.8 0.7 192 100 0 1600 400 1.5	0 0 0	10 12 14	53 62 68 240	15 0 9 66	15 66 66 66	250 80 0 0
//6AM
15 15 26	255 255 255	255 255 255	88 88 109	141 134 82	255 0 0	37 37 24	5 0.6 0.6 255 100 0 1600 400 1.4	0 0 0	128 85 63	204 149 121 240	50 77 42 30	50 40 40 40	255 60 0 0
//7AM
12 12 12	115 115 115	255 255 255	57 74 166	128 117 107	178 178 0	136 145 82	3 1 0.5 255 50 75 1600 400 0.3	0 0 0	204 241 255	142 180 180 240	40 116 58 45	40 102 102 102	225 80 0 1
//Midday
16 16 16	108 108 108	255 255 255	21 44 114	82 110 140	255 255 0	178 178 178	2 1 0.5 255 0 0 1600 40 1.6	0 0 0	255 255 255	71 178 180 240	75 141 74 40	75 83 103 141	255 128 0 1
//7PM
12 12 12	102 102 102	255 255 255	34 80 178	144 190 87	255 150 13	179 179 179	3.4 1 0.6 255 50 75 1600 40 0.3	0 0 0	211 242 255	100 170 170 240	35 128 78 63	35 120 128 128	225 80 0 1
//8PM
39 39 39	206 206 206	255 255 255	47 101 128	142 113 56	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	0 0 0	96 118 130	180 169 152 240	20 28 23 19	20 40 40 40	255 45 0 0
//10PM
78 78 78	180 180 180	255 255 255	39 63 116	117 69 34	255 135 6	0 0 0	1 0.4 0.4 192 100 0 1800 40 0.8	0 0 0	25 38 51	71 46 53 240	52 71 68 77	52 27 27 27	120 80 0 0
//
//////////// EXTRASUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
28 28 28	223 223 223	255 255 255	0 0 0	19 15 25	255 135 6	255 0 0	1 1 0.6 192 100 0 1600 400 1.2	0 0 0	23 23 28	38 38 55 240	127 52 52 52	127 0 8 51	180 80 0 0
//5AM
65 65 65	180 180 180	255 255 255	0 0 0	26 18 24	255 0 0	255 68 0	0 0.8 0.7 192 100 0 1600 400 1.5	0 0 0	14 11 14	53 62 68 240	15 51 51 51	15 0 8 66	250 80 0 0
//6AM
18 18 33	230 230 230	255 255 255	42 62 76	93 81 42	252 235 255	175 179 98	6 0.6 0.6 255 100 0 1600 400 1.4	100 34 25	116 76 57	204 129 101 240	50 65 38 19	50 38 38 38	255 60 0 0
//7AM
2 2 2	163 163 163	255 255 255	37 77 120	70 106 101	255 0 0	255 255 255	3 1 0.5 255 50 75 1600 400 0.3	120 40 40	204 241 255	142 180 180 240	40 103 103 103	40 115 65 55	225 80 0 1
//Midday
6 6 6	129 129 129	255 255 255	64 118 175	120 135 144	255 255 0	178 178 178	2 1 0.5 255 0 0 1600 40 1.6	255 255 255	255 255 255	89 180 180 240	75 154 76 60	75 90 121 154	255 128 0 1
//7PM
77 77 77	102 102 102	255 255 255	54 142 189	107 142 179	255 150 13	179 179 179	3.5 1 0.6 255 50 75 1600 40 0.3	203 67 67	211 242 255	142 180 180 240	35 129 51 51	35 101 128 128	225 80 0 1
//8PM
0 0 0	191 191 191	255 255 255	162 106 79	131 104 89	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	0 0 0	164 109 81	167 150 142 240	20 53 53 53	20 53 24 10	255 45 0 0
//10PM
77 77 77	180 180 180	255 255 255	65 46 77	153 90 44	255 135 6	0 0 0	1 0.4 0.4 192 100 0 1800 40 0.8	0 0 0	22 21 27	71 46 53 240	52 71 68 77	52 27 27 27	120 80 0 0
//
//////////// CLOUDY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
77 77 77	155 155 155	255 255 255	0 0 0	0 6 20	0 0 0	0 0 0	1 0.8 0.6 128 100 0 1000 80 1.5	30 20 0	6 16 21	59 68 77 240	32 0 8 51	32 51 51 51	30 80 0 0
//5AM
77 77 77	153 153 153	255 255 255	10 10 13	4 9 14	0 0 0	0 0 0	0 1 0.6 128 100 0 1000 65514 1.3	70 27 10	45 48 51	59 68 77 240	50 0 9 53	50 51 51 51	20 80 0 0
//6AM
